RBG_CYC_83758_Nw_c0_41V_40C_180416_Lowercutoff_100DOD_C3C3_0000_11_3 (300407 Points)
Capacity (mAh)	Voltage (V)
106.49	3.7645
112.1	3.7912
117.7	3.8191
125.42	3.8588
128.91	3.8764
134.52	3.9059
140.12	3.935
145.73	3.9648
154.51	4.0122
160.12	4.0442
162.54	4.0575
168.15	4.0894
172.41	4.0978
174.58	4.0978
175.93	4.0978
176.57	4.0978
0	4.0814
3.57	4.0314
5.6	4.0166
11.21	3.98
16.81	3.945
22.42	3.9115
28.02	3.8792
33.63	3.8479
39.23	3.8175
44.84	3.7872
50.44	3.7571
56.05	3.7276
61.65	3.6997
67.26	3.6734
72.86	3.6492
78.47	3.6281
84.07	3.6095
89.68	3.5928
95.28	3.5773
100.89	3.5624
106.49	3.5472
112.1	3.5314
117.7	3.5137
123.31	3.4942
128.91	3.4725
134.52	3.4561
140.12	3.4412
145.73	3.4247
151.33	3.4071
156.94	3.3857
162.54	3.3494
166.24	3.2992
168.15	3.2648
170.43	3.2145
172.32	3.164
173.75	3.1187
175.08	3.0682
176.2	3.0177
176.58	2.9985
0	3.022
0.37	3.0722
1.07	3.1222
1.68	3.1535
2.87	3.2037
3.36	3.2204
5	3.2707
5.04	3.2716
6.72	3.3134
8.4	3.3482
10.09	3.3782
11.77	3.4046
13.45	3.4275
15.13	3.4452
16.81	3.4561
18.49	3.4619
20.17	3.4669
21.85	3.4716
23.53	3.4759
25.21	3.4799
26.9	3.4836
28.58	3.4877
30.26	3.4914
31.94	3.4951
33.62	3.4995
35.3	3.5032
36.98	3.5075
38.66	3.5119
40.34	3.5165
42.02	3.5215
43.71	3.527
45.39	3.5326
47.07	3.5388
48.75	3.5447
50.43	3.5512
52.11	3.5571
53.79	3.5633
55.47	3.5695
57.15	3.576
58.83	3.5828
60.51	3.5887
62.2	3.5943
63.88	3.5999
65.56	3.6061
67.24	3.6123
68.92	3.6188
70.6	3.6247
72.28	3.6297
73.96	3.6346
75.64	3.6393
77.32	3.6436
79.01	3.648
80.69	3.6526
82.37	3.6573
84.05	3.6625
85.73	3.6675
87.41	3.6728
89.09	3.678
90.77	3.683
92.45	3.6889
94.13	3.6945
95.82	3.7
97.5	3.7059
99.18	3.7121
100.86	3.7186
102.54	3.7255
104.22	3.732
105.9	3.7391
107.58	3.7465
109.26	3.754
110.94	3.7614
112.63	3.7692
114.31	3.7772
115.99	3.7847
117.67	3.7927
119.35	3.8011
121.03	3.8089
122.71	3.8169
125.2	3.8293
126.07	3.8333
127.75	3.8414
129.44	3.8495
131.12	3.8581
132.8	3.8662
134.48	3.8743
136.16	3.8826
137.84	3.8907
139.52	3.8988
141.2	3.9074
142.88	3.9155
144.56	3.9239
146.25	3.9326
147.93	3.9409
149.61	3.9496
151.29	3.958
152.97	3.967
154.65	3.9756
156.33	3.9843
158.01	3.9936
159.69	4.0026
161.37	4.0119
163.06	4.0212
164.74	4.0305
166.42	4.0398
168.1	4.0494
169.78	4.059
171.46	4.069
173.14	4.0786
174.82	4.0882
176.5	4.0978
177.26	4.0978
0	4.0925
1.68	4.0631
3.36	4.0476
5.04	4.0349
6.72	4.0234
8.41	4.0122
10.09	4.002
11.77	3.9918
13.45	3.9815
15.13	3.9716
16.81	3.9617
18.49	3.9521
20.17	3.9428
21.85	3.9332
23.53	3.9242
25.22	3.9152
26.9	3.9059
28.58	3.8969
30.26	3.8885
33.28	3.8724
33.62	3.8705
35.3	3.8622
36.98	3.8535
38.66	3.8451
40.34	3.8368
42.02	3.8278
43.71	3.8194
46.12	3.807
47.07	3.8023
48.75	3.794
50.43	3.7856
52.11	3.7769
53.79	3.7686
55.47	3.7605
57.15	3.7518
58.83	3.7441
60.52	3.736
62.2	3.7279
63.88	3.7202
65.56	3.7127
67.24	3.705
68.92	3.6979
70.6	3.691
72.28	3.6842
73.96	3.6774
75.64	3.6709
77.33	3.665
79.01	3.6591
80.69	3.6529
82.69	3.6461
84.05	3.6418
85.73	3.6362
87.41	3.6303
89.09	3.6247
90.77	3.6194
92.45	3.6145
94.13	3.6095
95.82	3.6046
97.5	3.5999
99.18	3.5956
100.86	3.5909
102.54	3.5863
104.22	3.5819
105.9	3.577
107.58	3.5723
109.26	3.568
110.94	3.5633
112.63	3.5587
114.31	3.5537
115.99	3.5487
117.67	3.5435
119.35	3.5376
121.03	3.5314
122.71	3.5243
124.39	3.5174
126.07	3.5112
127.75	3.5044
129.44	3.4976
131.12	3.4908
132.8	3.4846
134.48	3.4793
136.16	3.4753
137.84	3.4719
139.52	3.4685
141.2	3.465
142.88	3.4616
144.56	3.4582
146.25	3.4545
147.93	3.4505
149.61	3.4468
151.29	3.4424
152.97	3.4381
154.65	3.4337
156.33	3.4285
158.01	3.4229
159.69	3.4154
161.37	3.4058
163.06	3.3909
164.74	3.3711
166.42	3.3475
168.1	3.3212
169.78	3.2905
171.46	3.2564
173.14	3.217
174.82	3.1718
176.37	3.1218
176.5	3.1178
177.8	3.0676
178.18	3.0518
179.21	3.0016
179.25	2.9997
0	3.0521
0.44	3.0521
1.23	3.1023
1.68	3.1259
2.83	3.1761
3.36	3.1963
4.93	3.2465
5.04	3.2493
6.72	3.2939
8.4	3.3308
10.09	3.363
11.77	3.3913
13.45	3.4157
15.13	3.4359
16.81	3.4514
18.49	3.4604
20.17	3.466
21.85	3.4709
23.53	3.475
25.21	3.4787
26.89	3.4827
28.58	3.4864
30.26	3.4898
31.94	3.4936
33.62	3.4976
35.3	3.5013
36.98	3.5053
38.66	3.5094
40.34	3.5137
42.02	3.5181
43.7	3.5233
45.39	3.5286
47.07	3.5342
48.75	3.5401
50.43	3.5463
52.11	3.5528
53.79	3.5587
55.47	3.5649
57.15	3.5708
58.83	3.5776
60.51	3.5841
62.2	3.59
63.88	3.5956
65.56	3.6011
67.24	3.6073
68.92	3.6132
70.61	3.6197
72.29	3.6256
73.97	3.6309
75.64	3.6359
77.32	3.6402
79	3.6445
80.69	3.6492
82.37	3.6535
84.05	3.6585
85.73	3.6638
87.41	3.6684
89.09	3.6737
90.77	3.6786
92.45	3.6839
94.13	3.6898
95.81	3.6951
97.5	3.701
99.18	3.7069
100.86	3.7131
102.54	3.7196
104.22	3.7261
105.9	3.7329
107.58	3.7397
109.26	3.7472
110.94	3.7546
112.62	3.7617
114.3	3.7698
115.99	3.7775
117.67	3.7853
119.35	3.793
121.03	3.8011
122.71	3.8092
124.39	3.8169
126.07	3.8253
127.75	3.8333
129.43	3.8414
131.11	3.8495
132.8	3.8578
134.48	3.8659
136.16	3.874
137.84	3.8823
139.52	3.8904
141.2	3.8984
142.88	3.9068
144.56	3.9152
146.24	3.9233
147.92	3.9316
149.61	3.9403
151.29	3.9487
152.97	3.957
154.65	3.966
156.33	3.9747
158.01	3.9834
159.69	3.9927
161.37	4.0017
163.05	4.0107
164.73	4.02
166.42	4.0293
168.1	4.0386
169.78	4.0482
171.46	4.0578
173.14	4.0674
174.82	4.0773
176.5	4.0869
178.18	4.0969
179.22	4.0978
0	4.0925
1.68	4.0631
3.36	4.0482
5.04	4.0352
6.72	4.0237
8.4	4.0125
10.09	4.002
11.77	3.9918
13.45	3.9815
15.13	3.9716
16.81	3.9617
18.49	3.9521
20.17	3.9428
21.85	3.9332
23.53	3.9239
25.21	3.9152
26.91	3.9059
28.58	3.8969
30.26	3.8882
31.94	3.8795
33.62	3.8709
35.3	3.8622
36.99	3.8535
38.67	3.8448
40.35	3.8364
42.03	3.8278
43.71	3.8194
45.39	3.811
47.07	3.8023
48.75	3.7937
50.43	3.7853
52.12	3.7769
53.8	3.7686
55.48	3.7602
57.15	3.7518
58.83	3.7437
60.52	3.736
62.2	3.7279
63.88	3.7202
65.56	3.7127
67.24	3.705
68.92	3.6979
70.6	3.691
72.28	3.6842
73.96	3.6774
75.64	3.6709
77.33	3.6647
79.01	3.6591
80.69	3.6529
82.37	3.647
84.05	3.6414
85.73	3.6359
87.41	3.63
89.09	3.6244
90.77	3.6191
92.45	3.6142
94.14	3.6095
95.82	3.6042
97.5	3.5999
99.18	3.5956
100.86	3.5909
102.54	3.5863
104.22	3.5816
105.9	3.5766
107.58	3.5723
109.26	3.5677
110.95	3.5633
112.63	3.5587
114.31	3.5534
115.99	3.5484
117.67	3.5432
119.35	3.5373
121.03	3.5311
122.71	3.5239
124.39	3.5171
126.08	3.5106
127.76	3.5038
129.44	3.4967
131.12	3.4898
132.8	3.484
134.48	3.4787
136.16	3.475
137.84	3.4716
139.52	3.4685
141.2	3.465
142.89	3.4616
144.57	3.4582
146.25	3.4545
147.93	3.4505
149.61	3.4468
151.29	3.4427
152.97	3.4387
154.65	3.434
156.33	3.4291
158.01	3.4232
159.7	3.4157
161.38	3.4058
163.06	3.3909
164.74	3.3708
166.42	3.3472
168.1	3.3206
169.78	3.2899
171.46	3.2555
173.14	3.2161
174.82	3.1702
176.39	3.12
176.51	3.1163
177.8	3.066
178.19	3.0499
179.21	2.9994
0	3.1001
1.17	3.1001
1.68	3.1268
2.84	3.177
3.36	3.1963
4.92	3.2465
5.04	3.2502
6.72	3.2936
8.41	3.3305
10.09	3.363
11.77	3.3909
13.45	3.4154
15.13	3.4359
16.81	3.4511
18.49	3.4604
20.17	3.466
21.85	3.4709
23.53	3.475
25.22	3.479
26.9	3.4827
28.58	3.4864
30.26	3.4898
31.94	3.4936
33.62	3.4976
35.3	3.5013
36.98	3.505
38.66	3.5091
40.34	3.5134
42.03	3.5181
43.71	3.523
45.39	3.5283
47.07	3.5339
48.75	3.5401
50.43	3.546
52.11	3.5525
53.79	3.5584
55.47	3.5646
57.16	3.5708
58.84	3.5776
60.52	3.5838
62.2	3.5897
63.88	3.5956
65.56	3.6011
67.24	3.6073
68.92	3.6132
70.6	3.6197
72.28	3.6256
73.97	3.6309
75.65	3.6356
77.33	3.6402
79.01	3.6445
81.83	3.652
82.37	3.6535
84.05	3.6582
85.73	3.6635
87.41	3.6684
89.09	3.6734
90.78	3.6786
92.46	3.6839
94.14	3.6895
95.82	3.6951
97.5	3.7007
99.18	3.7069
100.86	3.7127
102.54	3.7196
104.22	3.7261
105.9	3.7329
107.59	3.7397
109.27	3.7472
110.95	3.7543
112.63	3.7617
114.31	3.7698
115.99	3.7775
117.67	3.785
119.35	3.793
121.03	3.8011
122.72	3.8092
124.4	3.8172
126.08	3.8253
127.76	3.8333
129.44	3.8414
131.12	3.8495
132.8	3.8578
134.48	3.8659
136.16	3.874
137.84	3.8823
139.53	3.8904
141.21	3.8984
142.89	3.9071
144.57	3.9152
146.25	3.9233
147.93	3.9319
149.61	3.9403
151.29	3.949
152.97	3.9574
154.65	3.9663
156.34	3.975
158.02	3.9837
159.7	3.993
161.38	4.002
163.06	4.011
164.74	4.0206
166.42	4.0296
168.1	4.0389
169.78	4.0485
171.46	4.0581
173.15	4.0677
174.83	4.0776
176.51	4.0873
178.19	4.0972
179.16	4.0978
0	4.0925
1.68	4.0631
3.36	4.0482
5.04	4.0355
6.72	4.0237
8.41	4.0125
10.09	4.002
11.77	3.9918
13.45	3.9815
15.13	3.9716
16.81	3.9617
18.49	3.9521
20.17	3.9428
21.85	3.9332
23.53	3.9242
25.21	3.9152
26.9	3.9059
28.58	3.8972
30.26	3.8882
31.94	3.8792
33.62	3.8709
35.3	3.8622
36.98	3.8535
38.66	3.8448
40.34	3.8368
42.02	3.8278
43.71	3.8194
45.39	3.811
47.07	3.8023
48.75	3.794
50.43	3.7856
52.11	3.7769
53.79	3.7686
55.47	3.7602
57.15	3.7518
58.83	3.7441
60.51	3.736
62.2	3.7279
63.88	3.7202
65.56	3.7127
67.24	3.7053
68.92	3.6982
70.6	3.691
72.28	3.6845
73.96	3.6777
75.64	3.6712
77.32	3.665
79.01	3.6591
80.69	3.6529
82.37	3.6473
84.05	3.6414
85.73	3.6359
87.41	3.63
89.09	3.6244
90.77	3.6194
92.45	3.6145
94.13	3.6095
95.81	3.6046
97.5	3.5999
99.18	3.5956
100.86	3.5909
102.54	3.5866
104.22	3.5819
105.9	3.577
107.58	3.5726
109.26	3.568
110.94	3.5636
112.62	3.5587
114.3	3.5537
115.99	3.5491
117.67	3.5435
119.35	3.5376
121.03	3.5311
122.71	3.5239
124.39	3.5171
126.07	3.5106
127.75	3.5038
129.43	3.4967
131.11	3.4898
132.79	3.484
134.48	3.479
136.16	3.4753
137.84	3.4719
139.52	3.4688
141.2	3.4654
142.88	3.4619
144.56	3.4582
146.24	3.4548
147.92	3.4508
149.6	3.4471
151.28	3.443
152.97	3.439
154.65	3.4343
156.33	3.4297
158.01	3.4235
159.69	3.4161
161.37	3.4061
163.05	3.3906
164.73	3.3705
166.41	3.3469
168.09	3.32
169.77	3.2893
171.46	3.2548
173.14	3.2152
174.82	3.1693
176.38	3.1191
176.5	3.115
177.78	3.0648
178.18	3.0474
179.16	2.9997
0	3.0236
0.56	3.0738
1.38	3.1243
2.43	3.1746
3.76	3.2251
5.38	3.2753
5.6	3.2806
7.64	3.3308
10.07	3.3813
11.21	3.4009
14.65	3.4511
16.81	3.4716
22.42	3.4911
28.02	3.5072
33.63	3.5224
39.23	3.5376
44.84	3.5531
50.44	3.5708
56.05	3.5912
61.65	3.6114
67.26	3.6321
72.86	3.6492
78.47	3.6659
84.07	3.6808
89.68	3.6969
95.28	3.7152
100.89	3.7363
106.49	3.7602
112.1	3.7859
117.7	3.8135
123.31	3.8417
128.91	3.8702
134.52	3.8988
140.12	3.9279
145.73	3.957
151.33	3.9871
156.93	4.0178
162.54	4.0491
168.14	4.0807
173.09	4.0978
175.64	4.0978
177.18	4.0978
178.2	4.0978
0	4.0476
1.85	4.0476
5.6	4.0169
11.21	3.9797
16.81	3.945
22.42	3.9109
28.02	3.8786
33.63	3.8476
39.23	3.8172
44.84	3.7865
50.44	3.7565
56.05	3.7273
61.65	3.6991
67.26	3.6728
72.86	3.6489
78.47	3.6278
84.07	3.6095
89.68	3.5928
95.28	3.577
100.89	3.5624
106.49	3.5472
112.1	3.5311
117.7	3.5131
123.31	3.4929
128.91	3.4712
134.52	3.4557
140.12	3.4412
145.73	3.425
151.33	3.4077
156.94	3.3872
162.54	3.3494
166.07	3.2992
168.15	3.2617
170.37	3.2114
172.24	3.1612
173.75	3.1129
175.02	3.0629
176.11	3.0127
176.39	2.9988
0	3.0366
0.5	3.0881
1.27	3.1383
2.3	3.1891
3.68	3.24
5.36	3.2902
5.6	3.2961
7.73	3.3463
10.39	3.3965
11.21	3.4099
14.91	3.4601
16.81	3.4734
22.42	3.4911
28.02	3.5075
33.63	3.5233
39.23	3.5382
44.84	3.5546
50.44	3.5732
56.05	3.5937
61.65	3.6142
67.26	3.6346
72.86	3.6517
78.47	3.6678
84.07	3.6824
89.68	3.6991
95.28	3.718
100.89	3.7394
106.49	3.7639
112.1	3.7906
117.7	3.8185
123.31	3.847
128.91	3.8758
134.52	3.9053
140.12	3.9344
145.73	3.9642
151.33	3.9942
156.94	4.0252
162.54	4.0569
168.15	4.0888
172.45	4.0978
174.64	4.0978
176	4.0978
176.65	4.0978
0	4.0823
3.55	4.0321
5.6	4.0172
11.21	3.98
16.81	3.945
22.42	3.9115
28.02	3.8792
33.63	3.8482
39.23	3.8175
44.84	3.7872
50.44	3.7571
56.05	3.7279
61.65	3.6997
67.26	3.6734
72.86	3.6495
78.47	3.6281
84.07	3.6098
89.68	3.5928
95.28	3.5773
100.89	3.5624
106.49	3.5472
112.1	3.5314
117.7	3.5134
123.31	3.4936
128.91	3.4719
134.52	3.4561
140.12	3.4415
145.73	3.4254
151.33	3.408
156.94	3.3872
162.54	3.3506
166.13	3.3004
168.15	3.2638
170.39	3.2136
172.28	3.1634
173.75	3.1169
175.08	3.0657
176.18	3.0146
176.5	2.9991
0	3.0406
0.54	3.0918
1.31	3.142
2.37	3.1922
3.76	3.2428
5.46	3.2936
5.6	3.2961
7.72	3.3466
10.37	3.3971
11.21	3.4105
14.95	3.4607
16.81	3.4734
22.42	3.4911
28.02	3.5075
33.63	3.5233
39.23	3.5385
44.84	3.5546
50.44	3.5732
56.05	3.594
61.65	3.6142
67.26	3.6349
72.86	3.6517
78.47	3.6681
84.07	3.6827
89.68	3.6994
95.28	3.7183
100.89	3.74
106.49	3.7645
112.1	3.7912
117.7	3.8191
123.31	3.8476
128.91	3.8764
134.52	3.9059
140.12	3.935
145.73	3.9648
151.33	3.9949
156.94	4.0262
162.54	4.0575
168.15	4.0894
172.39	4.0978
174.54	4.0978
175.89	4.0978
176.49	4.0978
0	4.0823
3.49	4.0321
5.6	4.0169
11.21	3.9797
16.81	3.9446
22.42	3.9112
28.02	3.8792
33.63	3.8479
39.23	3.8172
44.84	3.7872
50.44	3.7568
56.05	3.7276
61.65	3.6994
67.26	3.6731
72.86	3.6492
78.47	3.6281
84.07	3.6095
89.68	3.5928
95.28	3.5773
100.89	3.5624
106.49	3.5472
112.1	3.5314
117.7	3.5134
123.31	3.4936
128.91	3.4716
134.52	3.4561
140.12	3.4412
145.73	3.425
151.33	3.4074
156.94	3.3866
162.54	3.3497
166.11	3.2995
168.15	3.262
170.43	3.2114
172.3	3.1609
173.75	3.1144
175.06	3.0636
176.15	3.0133
176.43	2.9994
0	3.0369
0.49	3.0877
1.27	3.1386
2.28	3.1888
3.62	3.239
5.29	3.289
5.6	3.297
7.75	3.3475
10.41	3.3978
11.21	3.4105
14.95	3.4607
16.81	3.4734
22.42	3.4911
28.02	3.5075
33.63	3.5233
39.23	3.5385
44.84	3.5546
50.44	3.5735
56.05	3.594
61.65	3.6145
67.26	3.6349
72.86	3.6517
78.47	3.6681
84.07	3.683
89.68	3.6994
95.28	3.7186
100.89	3.74
106.49	3.7645
112.1	3.7912
117.7	3.8191
123.31	3.8479
128.91	3.8764
134.52	3.9059
140.12	3.935
145.73	3.9648
151.33	3.9952
156.94	4.0262
162.54	4.0578
168.15	4.0897
172.37	4.0978
174.52	4.0978
175.86	4.0978
176.47	4.0978
0	4.0823
3.51	4.0321
5.6	4.0169
11.21	3.9797
16.81	3.9446
22.42	3.9112
28.02	3.8792
33.63	3.8479
39.23	3.8172
44.84	3.7872
54.18	3.7372
54.35	3.7366
56.05	3.727
61.65	3.6991
67.26	3.6728
72.86	3.6489
78.47	3.6275
84.07	3.6092
89.68	3.5925
95.28	3.577
100.89	3.5621
106.49	3.5469
112.1	3.5311
117.7	3.5131
123.31	3.4933
128.91	3.4716
134.52	3.4557
140.12	3.4409
145.73	3.4244
151.33	3.4071
156.94	3.386
162.54	3.3485
166.09	3.2983
168.15	3.2604
170.39	3.2102
172.24	3.1597
173.75	3.1122
175.02	3.0617
176.11	3.0115
176.35	2.9991
0	3.0636
0.22	3.0636
0.86	3.1138
1.77	3.1643
2.97	3.2152
4.5	3.266
5.6	3.2967
7.75	3.3469
10.41	3.3975
11.21	3.4105
14.97	3.4607
16.81	3.4731
22.42	3.4911
28.02	3.5075
33.63	3.5236
39.23	3.5388
44.84	3.5553
50.44	3.5739
56.05	3.5943
61.65	3.6148
67.26	3.6352
72.86	3.652
78.47	3.6681
84.07	3.683
89.68	3.6994
95.28	3.7189
100.89	3.7403
106.49	3.7651
112.1	3.7918
117.7	3.8197
123.31	3.8482
128.91	3.8771
134.52	3.9065
140.12	3.9357
145.73	3.9654
151.33	3.9958
156.94	4.0268
162.54	4.0584
168.15	4.09
172.31	4.0978
174.44	4.0978
175.77	4.0978
176.35	4.0978
0	4.0823
3.49	4.0321
5.6	4.0169
11.21	3.9797
16.81	3.9446
22.42	3.9112
28.02	3.8792
33.63	3.8479
39.23	3.8172
44.84	3.7872
50.44	3.7568
56.05	3.7276
61.65	3.6994
67.26	3.6728
72.86	3.6489
78.47	3.6278
84.07	3.6092
89.68	3.5925
95.28	3.577
100.89	3.5621
106.49	3.5469
112.1	3.5308
117.7	3.5131
123.31	3.4933
133.45	3.4582
134.52	3.4557
140.12	3.4409
145.73	3.4247
151.33	3.4071
156.93	3.386
162.54	3.3494
166.07	3.2992
168.14	3.2614
170.37	3.2114
172.25	3.1612
173.75	3.1129
175.04	3.0626
176.14	3.0118
176.38	2.9988
0	3.0406
0.54	3.0918
1.33	3.142
2.39	3.1925
3.76	3.2428
5.47	3.2933
7.59	3.3438
10.14	3.394
11.21	3.4114
15.02	3.4616
16.81	3.4731
22.42	3.4911
28.02	3.5075
33.63	3.5236
39.23	3.5388
44.84	3.5549
50.44	3.5735
56.05	3.5943
61.65	3.6148
67.26	3.6349
72.86	3.652
78.47	3.6681
84.07	3.683
89.68	3.6994
95.28	3.7186
100.89	3.7403
106.49	3.7648
112.1	3.7915
117.7	3.8194
123.31	3.8482
128.91	3.8771
134.52	3.9065
140.12	3.9357
145.72	3.9654
151.33	3.9955
156.93	4.0268
162.54	4.0584
168.14	4.0904
172.32	4.0978
174.45	4.0978
175.78	4.0978
176.37	4.0978
0	4.0823
3.47	4.0321
5.6	4.0166
11.21	3.9797
16.81	3.9446
22.42	3.9112
28.02	3.8792
33.63	3.8479
39.23	3.8172
44.84	3.7872
50.44	3.7568
56.05	3.7273
61.65	3.6994
67.26	3.6731
72.86	3.6489
78.47	3.6278
84.07	3.6092
89.68	3.5925
95.28	3.577
100.89	3.5621
106.49	3.5469
112.1	3.5311
117.7	3.5131
123.31	3.4933
128.91	3.4716
134.52	3.4557
140.12	3.4409
145.73	3.4247
151.33	3.4071
156.94	3.386
162.54	3.3488
166.11	3.2986
168.15	3.2617
170.37	3.2114
172.24	3.1612
173.75	3.1129
175.06	3.0623
176.14	3.0118
176.39	2.9997
0	3.0372
0.49	3.0874
1.25	3.1386
2.28	3.1891
3.62	3.2393
5.31	3.2896
5.6	3.2967
7.73	3.3472
10.39	3.3975
11.21	3.4105
14.95	3.4607
16.81	3.4731
22.42	3.4911
28.02	3.5075
33.63	3.5233
39.23	3.5385
44.84	3.5549
50.44	3.5739
56.05	3.5943
61.65	3.6145
67.26	3.6349
72.86	3.652
78.47	3.6681
84.07	3.683
89.68	3.6994
95.28	3.7186
100.89	3.7403
106.49	3.7648
112.1	3.7915
117.7	3.8194
123.31	3.8479
128.91	3.8771
134.52	3.9065
140.12	3.9353
145.73	3.9654
151.33	3.9958
156.94	4.0268
162.54	4.0584
168.15	4.0904
172.32	4.0978
174.45	4.0978
175.79	4.0978
176.39	4.0978
0	4.0823
3.49	4.0321
5.6	4.0169
11.25	3.98
16.85	3.9446
22.46	3.9112
28.06	3.8789
33.67	3.8479
39.27	3.8172
48.54	3.767
50.44	3.7568
56.05	3.7273
61.65	3.6994
67.26	3.6731
72.86	3.6492
78.51	3.6278
84.11	3.6092
89.68	3.5925
95.28	3.577
100.89	3.5621
106.49	3.5469
112.1	3.5308
117.7	3.5131
123.31	3.4933
128.91	3.4716
134.52	3.4557
140.12	3.4406
145.73	3.4244
151.33	3.4068
156.94	3.3857
162.54	3.3482
166.11	3.2976
168.15	3.2607
170.37	3.2105
172.24	3.1603
173.75	3.1116
175.04	3.0611
176.13	3.0099
176.35	2.9988
0	3.0372
0.49	3.0884
1.27	3.1392
2.3	3.1901
3.64	3.2403
5.34	3.2905
5.6	3.297
7.73	3.3472
10.39	3.3978
11.21	3.4111
15	3.4616
16.81	3.4734
22.42	3.4911
28.02	3.5078
33.63	3.5236
39.23	3.5388
44.84	3.5553
50.44	3.5739
56.05	3.5943
61.65	3.6148
67.26	3.6352
72.86	3.652
78.47	3.6681
84.07	3.683
89.68	3.6997
95.28	3.7189
100.89	3.7406
106.49	3.7651
112.1	3.7918
117.7	3.8197
123.31	3.8485
128.91	3.8774
134.52	3.9068
140.12	3.936
145.73	3.9657
151.33	3.9961
156.94	4.0271
162.54	4.0587
168.15	4.0907
172.29	4.0978
174.41	4.0978
175.74	4.0978
176.35	4.0978
0	4.0823
3.49	4.0321
5.6	4.0166
11.21	3.9797
16.81	3.945
22.42	3.9112
28.02	3.8789
33.63	3.8479
39.23	3.8172
47.59	3.772
50.46	3.7565
56.07	3.7273
61.67	3.6991
67.28	3.6728
72.88	3.6489
78.49	3.6275
84.09	3.6089
89.7	3.5921
95.3	3.5766
100.91	3.5618
106.51	3.5466
112.1	3.5308
117.7	3.5128
123.31	3.4933
128.91	3.4716
134.52	3.4554
140.12	3.4406
145.73	3.4244
151.33	3.4068
156.94	3.3854
162.54	3.3482
166.11	3.2979
168.14	3.2604
170.39	3.2102
172.24	3.16
173.75	3.1122
175.02	3.062
176.12	3.0115
176.35	2.9994
0	3.0375
0.49	3.0884
1.25	3.1389
2.3	3.1894
3.62	3.2397
5.31	3.2899
5.6	3.297
7.77	3.3482
10.44	3.3984
11.21	3.4105
14.95	3.4607
16.81	3.4728
22.42	3.4908
28.02	3.5075
33.63	3.5233
39.23	3.5385
44.84	3.5549
50.44	3.5739
56.05	3.5943
61.65	3.6148
67.26	3.6349
72.86	3.652
78.47	3.6681
84.07	3.683
89.68	3.6994
95.28	3.7189
100.89	3.7406
106.49	3.7651
112.1	3.7918
117.7	3.8197
123.31	3.8482
128.91	3.8774
134.52	3.9065
140.12	3.936
145.72	3.9657
151.33	3.9961
156.93	4.0271
162.54	4.0587
168.14	4.0907
172.29	4.0978
174.41	4.0978
175.74	4.0978
176.35	4.0978
0	4.0823
3.49	4.0321
5.6	4.0169
11.21	3.9797
16.81	3.945
22.42	3.9112
28.02	3.8789
33.63	3.8479
39.23	3.8172
44.84	3.7868
50.44	3.7565
56.05	3.7273
61.65	3.6991
67.26	3.6728
72.86	3.6489
78.47	3.6275
84.07	3.6089
89.68	3.5925
95.28	3.5766
100.89	3.5618
106.49	3.5466
112.1	3.5308
117.7	3.5128
123.31	3.4933
128.91	3.4716
134.52	3.4554
140.12	3.4406
145.73	3.4241
151.33	3.4061
156.94	3.3847
162.54	3.3469
166.05	3.2967
168.14	3.2579
170.39	3.2074
172.24	3.1569
173.75	3.1079
175.02	3.0577
176.07	3.0075
176.23	2.9988
0	3.0372
0.49	3.0874
1.25	3.1383
2.3	3.1888
3.64	3.2397
5.32	3.2899
5.6	3.297
7.75	3.3472
10.41	3.3978
11.21	3.4108
15	3.461
16.81	3.4728
22.42	3.4908
28.02	3.5075
33.63	3.5233
39.23	3.5385
44.84	3.5549
50.44	3.5735
56.05	3.5943
61.65	3.6145
67.26	3.6349
72.86	3.6517
78.47	3.6681
84.07	3.683
89.68	3.6994
95.28	3.7186
100.89	3.7406
106.49	3.7651
112.1	3.7918
117.7	3.8197
123.31	3.8482
128.91	3.8771
134.51	3.9065
140.12	3.9357
145.72	3.9654
151.33	3.9958
156.93	4.0268
162.54	4.0587
168.14	4.0907
172.29	4.0978
174.41	4.0978
175.74	4.0978
176.33	4.0978
0	4.0823
3.49	4.0321
5.6	4.0166
11.21	3.9797
16.81	3.945
22.42	3.9112
28.02	3.8789
33.63	3.8479
39.23	3.8172
44.84	3.7868
50.44	3.7568
56.05	3.7273
61.65	3.6991
67.26	3.6731
72.86	3.6489
78.47	3.6275
84.07	3.6092
89.68	3.5925
95.28	3.5766
100.89	3.5618
106.49	3.5466
112.1	3.5308
117.7	3.5128
123.31	3.4929
128.91	3.4716
134.52	3.4554
140.12	3.4406
145.73	3.4241
151.33	3.4064
156.94	3.3851
162.54	3.3479
166.07	3.2979
168.15	3.2598
170.37	3.2096
172.24	3.1591
173.75	3.1104
175.02	3.0602
176.11	3.0099
176.31	2.9991
0	3.0375
0.49	3.0887
1.27	3.1398
2.32	3.1901
3.64	3.2406
5.34	3.2911
5.6	3.2976
7.75	3.3482
10.44	3.3987
11.21	3.4108
14.95	3.461
16.81	3.4731
22.42	3.4908
28.02	3.5075
33.63	3.5236
39.23	3.5388
44.84	3.5553
50.44	3.5739
56.05	3.5943
61.65	3.6148
67.26	3.6349
72.86	3.652
78.47	3.6681
84.07	3.683
89.68	3.6997
95.28	3.7189
100.89	3.7406
106.49	3.7651
112.1	3.7918
117.7	3.8197
