RBG_CYC_83758_Nw_c0_41V_40C_180416_Lowercutoff_100DOD_C3C3_0000_11_3 (300407 Points)
Capacity (mAh)	Voltage (V)
44.83	3.5801
50.44	3.6002
56.04	3.6219
61.64	3.6436
67.25	3.6641
72.85	3.6833
78.46	3.7031
84.06	3.7255
89.66	3.7506
95.27	3.7785
100.87	3.8085
106.48	3.8395
112.08	3.8709
117.68	3.9025
123.29	3.9341
128.89	3.9663
134.5	3.9986
140.1	4.0318
145.7	4.0659
151.27	4.0975
154.69	4.0975
156.69	4.0975
158.02	4.0975
158.83	4.0975
0	4.0783
3.14	4.0283
5.6	4.0076
11.21	3.966
16.81	3.927
22.42	3.8898
28.02	3.8541
33.62	3.8197
39.23	3.7856
44.83	3.7518
50.44	3.7186
56.04	3.687
61.64	3.6579
67.25	3.6315
72.85	3.608
78.46	3.5869
84.06	3.568
89.67	3.5494
95.27	3.5308
100.87	3.5115
106.48	3.4908
112.08	3.4694
117.69	3.4514
123.29	3.434
128.89	3.4148
134.5	3.3934
140.1	3.368
145.71	3.3227
149.12	3.2725
151.31	3.2322
153.55	3.182
155.38	3.1315
156.9	3.0815
156.91	3.0815
158.15	3.0307
158.82	2.9988
0	3.0487
0.41	3.1011
1.12	3.1516
2.05	3.2018
3.34	3.253
4.97	3.3035
5.6	3.3206
7.75	3.3708
10.44	3.4213
11.21	3.4331
16.21	3.4833
16.81	3.4858
22.42	3.5066
28.02	3.5261
33.62	3.5438
39.23	3.5611
44.83	3.5801
50.44	3.6005
56.04	3.6219
61.64	3.6439
67.25	3.6641
72.85	3.6833
78.46	3.7031
84.06	3.7258
89.67	3.7506
95.27	3.7785
100.87	3.8082
106.48	3.8392
112.08	3.8709
117.69	3.9025
123.29	3.9341
128.89	3.966
134.5	3.9986
140.1	4.0318
145.71	4.0659
151.27	4.0975
154.69	4.0981
156.69	4.0975
158.02	4.0975
158.84	4.0975
0	4.077
3.34	4.0268
5.6	4.0082
11.21	3.9663
16.81	3.927
22.42	3.8901
28.02	3.8541
33.62	3.8197
39.23	3.7856
44.83	3.7518
50.44	3.7189
56.04	3.6873
61.65	3.6579
67.25	3.6312
72.85	3.608
78.46	3.5869
84.06	3.5677
89.67	3.5491
95.27	3.5311
100.87	3.5115
106.48	3.4908
112.08	3.4694
117.69	3.4514
123.29	3.434
128.9	3.4148
134.5	3.3934
140.11	3.3677
145.71	3.3227
149.18	3.2722
151.31	3.2338
153.54	3.1826
155.4	3.1321
156.92	3.0822
158.15	3.0316
158.84	2.9994
0	3.049
0.39	3.0998
1.06	3.1498
2.02	3.2
3.25	3.2502
4.84	3.3007
5.6	3.3206
7.73	3.3708
10.42	3.421
11.21	3.4334
16.27	3.4836
16.81	3.4855
22.42	3.5066
28.02	3.5258
33.63	3.5438
39.23	3.5611
44.83	3.5804
50.44	3.6005
56.04	3.6222
61.65	3.6439
67.25	3.6641
72.85	3.683
78.46	3.7031
84.06	3.7251
89.67	3.7503
95.27	3.7785
100.88	3.8092
106.48	3.8395
112.08	3.8712
117.69	3.9022
123.29	3.9344
128.9	3.9663
134.5	3.9986
140.1	4.0318
145.71	4.0659
151.27	4.0975
154.67	4.0975
156.68	4.0975
158	4.0975
158.86	4.0975
0	4.0473
1.38	4.0473
5.6	4.0079
11.23	3.966
16.85	3.9267
22.45	3.8898
28.06	3.8541
33.66	3.8197
39.27	3.7856
44.87	3.7515
50.49	3.7183
56.1	3.6867
61.7	3.6573
67.31	3.6306
72.91	3.6077
78.51	3.5869
84.06	3.5677
89.67	3.5491
99.98	3.5146
100.88	3.5115
106.48	3.4908
112.08	3.4694
117.69	3.4511
123.29	3.434
128.9	3.4145
134.5	3.3931
140.11	3.3677
145.71	3.3224
149.13	3.2722
151.31	3.2325
153.54	3.182
155.4	3.1305
156.9	3.0803
156.92	3.0803
158.17	3.0295
158.8	2.9991
0	3.049
0.41	3.1005
1.1	3.1513
2.07	3.2021
3.33	3.2524
4.93	3.3026
5.6	3.32
7.72	3.3702
10.41	3.4207
11.21	3.4328
16.16	3.483
16.81	3.4855
22.42	3.5066
28.02	3.5258
33.63	3.5438
39.23	3.5608
44.83	3.5801
50.44	3.6005
56.04	3.6222
61.65	3.6439
67.25	3.6644
72.86	3.6833
78.46	3.7028
84.06	3.7255
89.67	3.7506
95.27	3.7788
100.88	3.8085
106.48	3.8395
112.08	3.8705
117.69	3.9022
123.29	3.9341
128.9	3.966
134.5	3.9986
140.1	4.0318
145.71	4.0659
151.27	4.0975
154.68	4.0972
156.69	4.0975
158.01	4.0975
158.82	4.0975
0	4.078
3.19	4.028
5.6	4.0079
11.21	3.966
16.81	3.9267
24.36	3.8767
28.02	3.8535
33.62	3.8191
39.23	3.7853
44.83	3.7509
50.44	3.718
56.04	3.6867
61.64	3.6569
67.25	3.6306
72.85	3.6077
78.46	3.5866
84.06	3.5673
89.66	3.5487
95.27	3.5301
100.87	3.5112
106.48	3.4905
112.08	3.4691
117.68	3.4511
123.29	3.4334
128.89	3.4142
134.5	3.3928
140.1	3.3671
145.7	3.3215
149.12	3.2713
151.31	3.231
153.51	3.1804
155.36	3.1296
156.88	3.0788
156.91	3.0781
158.13	3.0276
158.73	2.9991
0	3.0567
0.5	3.1073
1.23	3.1587
2.22	3.209
3.53	3.2592
5.17	3.3094
5.6	3.3203
7.75	3.3708
10.44	3.4213
11.21	3.4328
16.18	3.483
16.81	3.4855
22.42	3.5066
28.02	3.5258
33.62	3.5438
39.23	3.5611
44.83	3.5801
55.56	3.6204
56.04	3.6219
61.65	3.6439
67.25	3.6641
72.85	3.683
78.46	3.7031
84.06	3.7255
89.67	3.7506
95.27	3.7785
100.87	3.8085
106.48	3.8395
112.08	3.8709
117.69	3.9022
123.29	3.9341
128.89	3.966
134.5	3.9986
140.1	4.0321
145.71	4.0662
151.27	4.0975
154.69	4.0975
156.69	4.0975
158.02	4.0975
158.82	4.0975
0	4.0783
3.16	4.0283
5.6	4.0079
11.21	3.966
16.81	3.9267
22.42	3.8898
28.02	3.8541
33.62	3.8197
39.23	3.7856
44.83	3.7518
50.44	3.7186
56.04	3.687
61.64	3.6579
67.25	3.6309
72.85	3.6077
78.46	3.5869
84.06	3.5677
89.66	3.5494
95.27	3.5308
100.87	3.5112
106.48	3.4905
112.08	3.4694
117.68	3.4511
123.29	3.434
128.89	3.4145
134.5	3.3931
140.1	3.3677
145.7	3.3224
149.14	3.2722
151.31	3.2322
153.53	3.182
155.36	3.1315
156.86	3.0815
156.91	3.0809
158.13	3.0307
158.8	2.9994
0	3.049
0.41	3.1001
1.1	3.1513
2.05	3.2015
3.31	3.2521
4.91	3.3026
5.6	3.3206
7.75	3.3711
10.44	3.4213
11.21	3.4331
16.23	3.4833
16.81	3.4855
22.42	3.5066
28.02	3.5258
33.62	3.5438
39.23	3.5615
44.83	3.5797
50.44	3.6005
56.04	3.6219
61.64	3.6439
67.25	3.6641
72.85	3.6836
78.46	3.7034
84.06	3.7258
89.67	3.7509
95.27	3.7785
100.87	3.8082
106.48	3.8395
112.08	3.8709
117.69	3.9025
123.29	3.9344
128.89	3.9663
134.5	3.9989
140.1	4.0321
145.71	4.0662
151.27	4.0975
154.67	4.0975
156.67	4.0975
158	4.0975
158.78	4.0975
0	4.0783
3.16	4.0283
5.6	4.0079
11.21	3.966
16.81	3.9267
22.42	3.8898
28.02	3.8541
33.62	3.8197
39.23	3.7856
44.83	3.7515
50.44	3.7186
56.04	3.687
61.64	3.6573
67.25	3.6306
72.85	3.6077
78.46	3.5869
84.06	3.5677
89.66	3.5491
95.27	3.5308
100.87	3.5115
106.48	3.4905
112.08	3.4691
117.68	3.4508
123.29	3.4337
128.89	3.4142
134.5	3.3928
140.1	3.3674
145.7	3.3221
149.14	3.2719
151.31	3.2316
153.55	3.1814
155.38	3.1312
156.86	3.0812
156.91	3.0803
158.13	3.0298
158.76	2.9994
0	3.0496
0.41	3.1005
1.08	3.151
2.05	3.2018
3.33	3.2521
4.91	3.3023
5.6	3.3206
7.73	3.3708
10.44	3.421
11.21	3.4328
16.18	3.483
16.81	3.4855
22.42	3.5066
28.02	3.5258
33.62	3.5438
39.23	3.5611
44.83	3.5801
50.44	3.6008
56.04	3.6222
61.64	3.6439
67.25	3.6641
72.85	3.6833
78.46	3.7031
84.06	3.7255
89.66	3.7509
95.27	3.7788
100.87	3.8089
106.48	3.8399
112.08	3.8712
117.69	3.9028
123.29	3.9344
128.89	3.9663
134.5	3.9989
140.1	4.0321
145.71	4.0662
151.26	4.0975
154.65	4.0975
156.65	4.0975
157.97	4.0975
158.76	4.0975
0	4.0783
3.14	4.0283
5.6	4.0079
11.21	3.966
16.81	3.9267
22.42	3.8895
28.02	3.8541
33.62	3.8197
39.23	3.7853
44.83	3.7515
50.44	3.7186
56.04	3.687
61.65	3.6573
67.25	3.6309
72.85	3.6077
78.46	3.5869
84.06	3.5673
89.67	3.5491
95.27	3.5301
100.87	3.5112
106.48	3.4908
112.08	3.4691
117.69	3.4511
123.29	3.4337
128.89	3.4145
134.5	3.3931
140.1	3.3674
145.71	3.3218
149.12	3.2716
151.31	3.2313
153.55	3.1811
155.36	3.1305
156.86	3.0803
156.91	3.0794
158.13	3.0285
158.76	2.9994
0	3.049
0.39	3.1001
1.08	3.1513
2.04	3.2018
3.33	3.2527
4.95	3.3035
5.6	3.3206
7.75	3.3711
10.46	3.4216
11.21	3.4334
16.27	3.4836
16.81	3.4855
22.42	3.5069
28.02	3.5261
33.62	3.5441
39.23	3.5615
44.83	3.5801
50.44	3.6005
56.04	3.6219
61.64	3.6439
67.25	3.6641
72.85	3.6833
78.46	3.7031
84.06	3.7258
89.67	3.7509
95.27	3.7791
100.87	3.8089
106.48	3.8399
112.08	3.8712
117.69	3.9025
123.29	3.9344
128.89	3.9663
134.5	3.9992
140.1	4.0324
145.71	4.0668
151.26	4.0975
154.64	4.0975
156.64	4.0975
157.98	4.0975
158.79	4.0975
0	4.078
3.18	4.028
5.6	4.0079
11.21	3.966
16.81	3.927
22.42	3.8901
28.02	3.8544
33.62	3.8197
39.23	3.7859
44.83	3.7518
50.44	3.7186
56.04	3.687
61.64	3.6573
67.25	3.6309
72.85	3.6077
78.46	3.5869
84.06	3.5677
89.67	3.5494
95.27	3.5311
100.87	3.5115
106.48	3.4908
112.08	3.4691
117.69	3.4511
123.29	3.4337
128.89	3.4145
134.5	3.3931
140.1	3.3677
145.71	3.3224
149.16	3.2722
151.31	3.2331
153.53	3.1826
155.36	3.1321
156.88	3.0819
156.91	3.0803
158.15	3.0298
158.78	2.9997
0	3.0496
0.41	3.1005
1.1	3.151
2.04	3.2012
3.31	3.2517
4.89	3.3017
5.6	3.3203
7.77	3.3708
10.44	3.421
11.21	3.4328
16.16	3.483
16.81	3.4855
22.42	3.5066
28.02	3.5258
33.62	3.5438
39.23	3.5615
44.83	3.5804
50.44	3.6005
56.04	3.6219
61.64	3.6439
67.25	3.6641
72.85	3.6833
78.46	3.7031
84.06	3.7258
89.66	3.7509
95.27	3.7788
100.87	3.8089
106.48	3.8399
112.08	3.8712
117.68	3.9025
123.29	3.9341
128.89	3.9663
134.5	3.9989
140.1	4.0324
145.7	4.0665
151.26	4.0975
154.65	4.0975
156.65	4.0975
157.99	4.0975
158.8	4.0975
0	4.078
3.16	4.028
5.6	4.0079
11.21	3.966
16.81	3.927
22.42	3.8901
28.02	3.8544
33.62	3.8197
39.23	3.7853
44.83	3.7512
50.44	3.7186
56.04	3.687
61.64	3.6579
67.25	3.6309
72.85	3.6077
78.46	3.5866
84.06	3.5673
89.66	3.5491
95.27	3.5308
100.87	3.5115
106.48	3.4908
112.08	3.4694
117.69	3.4511
123.29	3.4337
128.89	3.4142
134.5	3.3928
140.1	3.3674
145.71	3.3221
149.16	3.2719
151.31	3.2325
153.55	3.182
155.36	3.1318
156.88	3.0812
156.91	3.0803
158.13	3.0301
158.78	2.9997
0	3.0496
0.41	3.1005
1.08	3.1507
2.04	3.2015
3.29	3.2517
4.89	3.3017
5.6	3.3206
7.75	3.3708
10.44	3.421
11.21	3.4331
16.25	3.4833
16.81	3.4855
22.42	3.5066
28.02	3.5261
33.62	3.5438
39.23	3.5615
44.83	3.5801
50.44	3.6008
56.04	3.6219
61.64	3.6439
67.25	3.6641
72.85	3.6836
78.46	3.7034
84.06	3.7258
89.66	3.7509
95.27	3.7788
100.87	3.8085
106.48	3.8399
112.08	3.8712
117.68	3.9028
123.29	3.9347
128.89	3.9663
134.5	3.9989
140.1	4.0324
145.7	4.0665
151.26	4.0978
154.63	4.0972
156.63	4.0975
157.95	4.0975
158.78	4.0972
0	4.078
3.16	4.028
5.6	4.0079
11.21	3.9663
16.81	3.927
22.42	3.8901
28.02	3.8544
33.62	3.8197
39.23	3.7859
44.83	3.7515
50.44	3.7183
56.04	3.6867
61.64	3.6573
67.25	3.6309
72.85	3.6077
78.46	3.5869
84.06	3.5677
89.66	3.5491
95.27	3.5308
100.87	3.5112
106.48	3.4905
112.08	3.4694
117.68	3.4511
123.29	3.4337
128.89	3.4145
134.5	3.3928
140.1	3.3671
145.7	3.3221
149.14	3.2719
151.31	3.2322
153.55	3.1817
155.36	3.1315
156.86	3.0812
156.91	3.0803
158.13	3.0301
158.78	2.9991
0	3.0493
0.41	3.0998
1.08	3.1513
2.05	3.2025
3.33	3.253
4.95	3.3038
5.6	3.3209
7.75	3.3711
10.44	3.4213
11.21	3.4331
16.21	3.4833
16.81	3.4855
22.42	3.5066
28.02	3.5258
33.62	3.5438
39.23	3.5615
44.83	3.5801
50.44	3.6008
56.04	3.6222
61.64	3.6442
67.25	3.6644
72.85	3.6833
78.46	3.7031
84.06	3.7255
89.66	3.7509
95.27	3.7788
100.87	3.8092
106.48	3.8399
112.08	3.8712
117.68	3.9025
123.29	3.9344
128.89	3.9667
134.5	3.9992
140.1	4.0327
145.7	4.0668
151.25	4.0975
154.62	4.0975
156.62	4.0975
157.95	4.0975
158.76	4.0975
0	4.078
3.12	4.028
5.6	4.0079
11.21	3.966
16.81	3.927
22.42	3.8901
28.02	3.8541
33.62	3.8197
39.23	3.7853
44.83	3.7512
50.44	3.7183
56.04	3.687
61.64	3.6573
67.25	3.6309
72.85	3.6077
78.46	3.5869
84.06	3.5673
89.66	3.5487
95.27	3.5311
100.87	3.5112
106.48	3.4905
112.08	3.4694
117.68	3.4511
123.29	3.4334
128.89	3.4142
134.5	3.3925
140.1	3.3671
145.7	3.3218
149.14	3.2716
151.31	3.2316
153.53	3.1814
155.36	3.1308
156.86	3.0803
156.91	3.0791
158.13	3.0285
158.76	2.9988
0	3.0487
0.39	3.0989
1.08	3.1494
2.02	3.2
3.27	3.2511
4.89	3.3014
5.6	3.3203
7.75	3.3708
10.44	3.421
11.21	3.4328
16.16	3.483
16.81	3.4852
22.42	3.5066
28.02	3.5261
33.62	3.5438
39.23	3.5615
44.83	3.5804
50.44	3.6008
56.04	3.6219
61.64	3.6439
67.25	3.6641
72.85	3.6833
78.46	3.7031
84.06	3.7258
89.66	3.7509
95.27	3.7788
100.87	3.8089
106.47	3.8399
112.08	3.8712
117.68	3.9028
123.29	3.9347
128.89	3.9663
134.49	3.9992
140.1	4.0324
145.7	4.0665
151.25	4.0975
154.62	4.0975
156.62	4.0972
157.95	4.0975
158.75	4.0975
0	4.078
3.14	4.028
5.6	4.0076
11.21	3.966
16.81	3.9267
22.42	3.8901
28.02	3.8541
33.62	3.8191
39.23	3.7853
44.83	3.7512
50.43	3.7183
56.04	3.6867
61.64	3.6573
67.25	3.6306
72.85	3.6073
78.45	3.5866
84.06	3.5677
89.66	3.5491
95.27	3.5308
100.87	3.5109
106.47	3.4902
112.08	3.4691
117.68	3.4508
123.28	3.4337
128.89	3.4142
134.49	3.3928
140.1	3.3671
145.7	3.3212
149.14	3.271
151.3	3.2313
153.51	3.1811
155.32	3.1308
156.83	3.08
156.91	3.0784
158.12	3.0279
158.72	2.9997
0	3.0496
0.39	3.1008
1.08	3.1513
2.05	3.2025
3.31	3.253
4.93	3.3032
5.6	3.3212
7.75	3.3714
10.44	3.4216
11.21	3.4334
16.27	3.4836
16.81	3.4858
22.42	3.5066
28.02	3.5258
33.62	3.5438
39.23	3.5615
44.83	3.5804
50.44	3.6008
56.04	3.6222
61.64	3.6442
67.25	3.6641
72.85	3.6833
78.45	3.7034
84.06	3.7258
89.66	3.7509
95.27	3.7788
100.87	3.8085
106.47	3.8399
112.08	3.8715
117.68	3.9028
123.29	3.9347
128.89	3.9667
134.49	3.9995
140.1	4.0324
145.7	4.0665
151.25	4.0975
154.61	4.0975
156.6	4.0975
157.92	4.0975
158.71	4.0975
0	4.078
3.19	4.028
5.6	4.0079
11.21	3.966
16.81	3.9267
22.42	3.8895
28.02	3.8538
33.62	3.8194
39.23	3.7853
44.83	3.7512
50.44	3.7186
56.04	3.687
61.64	3.6573
67.25	3.6306
72.85	3.6073
78.45	3.5866
84.06	3.5673
89.66	3.5481
95.27	3.5295
100.87	3.5103
106.47	3.4895
112.08	3.4681
117.68	3.4502
123.29	3.4328
128.89	3.4133
134.49	3.3916
140.1	3.3658
145.72	3.3187
149.06	3.2685
151.32	3.226
153.47	3.1758
155.25	3.1256
156.72	3.0753
156.91	3.0685
158.09	3.018
158.48	2.9988
0	3.0487
0.41	3.1011
1.1	3.1525
2.07	3.2028
3.32	3.253
4.93	3.3032
5.6	3.3209
7.75	3.3711
10.44	3.4213
11.21	3.4331
16.21	3.4833
16.81	3.4855
22.42	3.5069
28.02	3.5261
33.62	3.5438
39.23	3.5615
44.83	3.5801
50.44	3.6008
56.04	3.6219
61.64	3.6442
67.25	3.6641
72.85	3.6833
78.46	3.7034
84.06	3.7258
89.66	3.7512
95.27	3.7791
100.87	3.8092
106.48	3.8399
112.08	3.8715
117.68	3.9028
123.29	3.9347
128.89	3.967
134.5	3.9992
140.1	4.0327
145.7	4.0668
151.25	4.0975
154.61	4.0975
156.59	4.0975
157.91	4.0975
158.74	4.0972
0	4.0767
3.32	4.0265
5.6	4.0076
11.21	3.966
16.81	3.9267
22.42	3.8898
28.02	3.8541
33.62	3.8194
39.23	3.7853
44.83	3.7512
50.43	3.7183
56.04	3.687
61.64	3.6573
67.25	3.6306
72.85	3.6073
78.45	3.5866
84.06	3.5673
89.66	3.5491
95.27	3.5308
100.87	3.5112
106.47	3.4902
112.08	3.4688
117.68	3.4508
123.28	3.4337
128.89	3.4142
134.49	3.3925
140.1	3.3668
145.7	3.3215
149.14	3.2713
151.3	3.2316
153.51	3.1814
155.34	3.1312
156.83	3.0806
156.91	3.0788
158.1	3.0285
158.74	2.9988
0	3.049
0.41	3.1014
1.12	3.1529
2.07	3.2031
3.42	3.2564
5.04	3.3066
5.6	3.3215
7.79	3.3717
10.48	3.4219
11.21	3.4331
16.25	3.4833
16.81	3.4855
22.42	3.5066
28.02	3.5261
33.62	3.5441
39.23	3.5615
44.83	3.5804
50.44	3.6008
56.04	3.6222
61.64	3.6442
67.25	3.6644
72.85	3.6839
78.46	3.7034
84.06	3.7258
89.66	3.7509
95.27	3.7791
100.87	3.8092
106.47	3.8402
112.08	3.8715
117.68	3.9031
123.29	3.9347
128.89	3.9667
134.49	3.9992
140.1	4.0327
145.7	4.0671
151.24	4.0975
154.6	4.0975
156.59	4.0975
157.92	4.0975
158.7	4.0975
0	4.078
3.18	4.028
5.6	4.0079
11.21	3.966
16.81	3.9267
22.42	3.8895
28.02	3.8538
33.62	3.8194
39.23	3.7853
44.83	3.7515
50.43	3.718
56.04	3.6867
61.64	3.6569
67.25	3.6306
72.85	3.6073
78.45	3.5866
84.06	3.567
89.66	3.5487
95.27	3.5301
100.87	3.5109
106.47	3.4905
112.08	3.4691
117.68	3.4505
123.28	3.4334
128.89	3.4139
134.49	3.3925
140.1	3.3668
145.7	3.3212
149.12	3.271
151.3	3.2307
153.49	3.1804
155.32	3.1302
156.83	3.0797
156.91	3.0772
158.12	3.0267
158.7	2.9994
0	3.049
0.41	3.1001
1.08	3.1504
2.04	3.2006
3.27	3.2508
4.86	3.301
5.6	3.3206
7.75	3.3711
10.44	3.4213
11.21	3.4331
16.18	3.4833
16.81	3.4858
22.42	3.5069
28.02	3.5261
33.62	3.5441
39.23	3.5615
44.83	3.5804
50.43	3.6011
56.04	3.6225
61.64	3.6442
67.25	3.6644
72.85	3.6836
78.45	3.7038
84.06	3.7261
89.66	3.7512
95.27	3.7791
100.87	3.8092
106.47	3.8402
112.08	3.8718
117.68	3.9031
123.29	3.935
128.89	3.9667
134.49	3.9995
140.1	4.033
145.7	4.0671
151.24	4.0975
154.58	4.0975
156.57	4.0975
157.89	4.0972
158.68	4.0975
0	4.078
3.18	4.028
5.6	4.0079
11.21	3.966
16.81	3.9264
22.42	3.8898
28.02	3.8538
33.62	3.8194
39.23	3.7853
44.83	3.7512
50.43	3.718
56.04	3.6867
61.64	3.6569
67.25	3.6306
72.85	3.6073
78.45	3.5863
84.06	3.567
89.66	3.5491
95.26	3.5301
100.87	3.5109
106.47	3.4905
112.08	3.4688
117.68	3.4505
123.28	3.4331
128.89	3.4142
134.49	3.3928
140.1	3.3671
145.7	3.3212
149.12	3.271
151.3	3.2307
153.53	3.1798
155.36	3.1293
156.83	3.0791
156.91	3.0772
158.12	3.027
158.7	2.9994
0	3.0496
0.39	3.0998
1.06	3.1504
2.02	3.2012
3.27	3.2514
4.86	3.3014
5.6	3.3209
7.73	3.3711
10.42	3.4213
11.21	3.4334
16.21	3.4836
16.81	3.4855
22.42	3.5066
28.02	3.5258
33.62	3.5438
39.23	3.5615
44.83	3.5807
50.44	3.6008
56.04	3.6225
61.64	3.6442
67.25	3.6641
72.85	3.6836
78.46	3.7034
84.06	3.7261
89.66	3.7512
95.27	3.7797
100.87	3.8092
106.48	3.8402
112.08	3.8718
117.68	3.9031
123.29	3.935
128.89	3.967
134.5	3.9995
140.1	4.0327
145.71	4.0668
151.24	4.0975
154.59	4.0975
156.57	4.0975
157.89	4.0975
158.72	4.0975
0	4.078
3.16	4.028
5.6	4.0076
11.21	3.966
16.81	3.9267
22.42	3.8901
28.02	3.8541
33.62	3.8194
39.23	3.7853
44.83	3.7512
50.44	3.7183
56.04	3.687
65.9	3.6368
67.25	3.6306
72.85	3.6073
78.46	3.5863
84.06	3.567
89.66	3.5487
95.27	3.5301
100.87	3.5112
106.48	3.4902
112.08	3.4688
117.68	3.4508
123.29	3.4334
128.89	3.4142
134.5	3.3925
140.1	3.3668
145.7	3.3212
149.12	3.271
151.31	3.2307
153.53	3.1798
155.38	3.129
156.85	3.0788
156.91	3.0769
158.13	3.0267
158.7	2.9994
0	3.0493
0.41	3.1005
1.1	3.151
2.04	3.2015
3.29	3.2517
4.89	3.3017
5.6	3.3206
7.73	3.3708
10.42	3.421
11.21	3.4334
16.33	3.4836
16.81	3.4855
22.42	3.5066
28.02	3.5261
33.62	3.5441
39.23	3.5618
44.83	3.5804
50.44	3.6008
56.04	3.6222
61.64	3.6442
67.25	3.6644
72.85	3.6836
78.83	3.705
84.06	3.7261
89.66	3.7509
95.27	3.7791
100.87	3.8092
106.48	3.8405
112.08	3.8718
117.68	3.9031
123.29	3.9347
128.89	3.967
134.5	3.9995
140.1	4.033
145.7	4.0668
151.25	4.0975
154.61	4.0975
156.59	4.0975
157.91	4.0975
158.7	4.0975
0	4.078
3.16	4.028
5.6	4.0076
11.21	3.9657
16.81	3.9264
22.42	3.8898
28.02	3.8538
33.62	3.8194
39.23	3.785
44.83	3.7509
50.43	3.718
56.04	3.6867
61.64	3.6566
67.25	3.6306
72.85	3.607
78.45	3.5863
84.06	3.567
89.66	3.5484
95.27	3.5301
100.87	3.5109
106.47	3.4898
112.08	3.4688
117.68	3.4505
123.29	3.4331
128.89	3.4139
134.49	3.3922
140.1	3.3665
145.7	3.3203
149.12	3.2703
151.3	3.2297
153.51	3.1792
155.32	3.129
156.8	3.0788
156.91	3.0763
158.1	3.0257
158.66	2.9997
0	3.0496
0.39	3.1005
1.08	3.1513
2.02	3.2015
3.29	3.2517
4.88	3.3017
5.6	3.3206
7.73	3.3708
10.42	3.421
11.21	3.4328
16.18	3.483
16.81	3.4855
22.42	3.5066
28.02	3.5261
33.62	3.5438
39.23	3.5615
44.83	3.5804
50.44	3.6008
56.04	3.6222
67.06	3.6638
67.25	3.6644
72.85	3.6836
78.46	3.7038
84.06	3.7258
89.66	3.7509
95.27	3.7794
100.87	3.8095
106.48	3.8405
112.08	3.8715
117.68	3.9031
123.29	3.935
128.89	3.967
134.49	3.9995
140.1	4.033
145.7	4.0674
151.24	4.0975
154.57	4.0975
156.55	4.0975
157.87	4.0975
158.7	4.0975
0	4.078
3.16	4.028
5.6	4.0079
11.21	3.966
16.81	3.927
22.42	3.8898
28.02	3.8538
33.62	3.8194
39.23	3.7853
44.83	3.7512
50.44	3.7183
56.04	3.6867
61.64	3.6569
67.25	3.6306
72.85	3.6073
78.45	3.5866
84.06	3.5673
89.66	3.5487
95.27	3.5301
100.87	3.5109
106.47	3.4902
112.08	3.4688
117.68	3.4505
123.29	3.4331
128.89	3.4139
134.49	3.3922
140.1	3.3668
145.7	3.3206
149.14	3.2703
151.31	3.23
153.53	3.1798
155.32	3.1296
156.82	3.0791
156.91	3.0769
158.12	3.0264
158.68	2.9994
0	3.0496
0.41	3.1017
1.1	3.1525
2.05	3.2025
3.31	3.253
4.95	3.3035
5.6	3.3209
7.75	3.3714
10.44	3.4216
11.21	3.4334
16.29	3.4836
21.11	3.5019
22.42	3.5066
28.02	3.5261
33.62	3.5441
39.23	3.5615
44.83	3.5804
50.44	3.6008
56.04	3.6222
61.64	3.6442
67.25	3.6647
72.85	3.6839
78.46	3.7038
84.06	3.7258
89.66	3.7512
95.27	3.7794
100.87	3.8095
106.47	3.8405
112.08	3.8718
117.68	3.9034
123.29	3.935
128.89	3.9673
134.49	3.9998
140.1	4.0333
145.7	4.0674
151.23	4.0975
154.56	4.0975
156.53	4.0975
157.85	4.0975
158.62	4.0975
0	4.078
3.18	4.028
5.6	4.0079
11.21	3.966
16.81	3.9267
22.42	3.8895
28.02	3.8538
33.62	3.8191
39.23	3.785
44.83	3.7512
50.44	3.718
56.04	3.6867
61.64	3.6566
67.25	3.6303
72.85	3.6073
78.46	3.5863
84.06	3.5667
89.66	3.5484
95.27	3.5298
100.87	3.5106
106.48	3.4898
112.08	3.4688
117.68	3.4502
123.29	3.4334
128.89	3.4139
134.5	3.3922
140.1	3.3665
145.7	3.32
149.08	3.27
151.31	3.2288
153.51	3.1783
155.3	3.1281
156.8	3.0775
156.91	3.0735
158.11	3.0233
158.61	2.9991
0	3.0493
0.41	3.1005
1.08	3.151
2.04	3.2015
3.29	3.2517
4.89	3.302
5.6	3.3206
7.73	3.3708
10.4	3.421
11.21	3.4334
16.25	3.4836
16.81	3.4855
22.42	3.5066
28.02	3.5261
33.62	3.5438
39.23	3.5615
44.83	3.5804
50.44	3.6008
56.04	3.6222
61.64	3.6442
67.25	3.6644
72.85	3.6839
78.46	3.7038
84.06	3.7258
89.66	3.7512
95.27	3.7794
100.87	3.8092
106.47	3.8405
112.08	3.8718
117.68	3.9031
123.29	3.935
128.89	3.967
134.49	3.9998
140.1	4.0333
145.7	4.0674
151.23	4.0975
154.55	4.0975
156.54	4.0975
157.86	4.0975
158.66	4.0975
0	4.078
3.16	4.028
5.6	4.0079
11.21	3.966
16.81	3.9267
22.42	3.8898
28.02	3.8538
33.62	3.8191
39.23	3.785
44.83	3.7512
50.44	3.718
56.04	3.6867
61.64	3.6569
67.25	3.6306
72.85	3.607
78.45	3.5859
84.06	3.567
89.66	3.5484
95.27	3.5301
100.87	3.5109
106.47	3.4902
112.08	3.4685
117.68	3.4505
123.29	3.4331
128.89	3.4139
134.49	3.3922
140.1	3.3665
145.7	3.3203
149.1	3.27
151.31	3.2294
153.49	3.1792
