RBG_CYC_83755_Nw_c0_41V_40C_180416_Lowercutoff_100DOD_C5C5_0000_08_1 (269953 Points)
Time (s)	Current (mAh)
63386600	40.38
63386687	40.38
63386792	40.38
63386928	40.38
63387092	40.38
63387297	40.38
63387392	40.38
63387681	40.38
63387692	40.38
63387992	40.38
63388292	40.38
63388592	40.38
63388892	40.38
63389192	40.38
63389657	40.38
63389792	40.38
63390092	40.38
63390392	40.38
63390692	40.38
63390992	40.38
63391292	40.38
63391592	40.38
63391892	40.38
63392192	40.38
63392492	40.38
63392792	40.38
63393092	40.38
63393392	40.38
63393692	40.38
63393992	40.38
63394292	40.38
63394592	40.38
63394892	40.38
63395192	40.38
63395492	40.38
63395792	40.38
63396092	40.38
63396392	40.38
63396692	40.38
63396992	40.38
63397292	40.38
63397592	40.38
63397892	40.38
63398192	40.38
63398492	40.38
63398792	40.38
63399092	40.38
63399392	40.38
63399692	40.38
63399992	40.38
63400292	40.38
63400592	40.38
63400924	40.38
63401224	40.38
63401524	35.36
63401824	18.53
63402124	11.32
63402202	10.09
63402203	-40.38
63402502	-40.38
63402802	-40.38
63403102	-40.38
63403402	-40.38
63403702	-40.38
63404002	-40.38
63404302	-40.38
63404602	-40.38
63404902	-40.38
63405202	-40.38
63405502	-40.38
63405802	-40.38
63406102	-40.38
63406402	-40.38
63406702	-40.38
63407002	-40.38
63407302	-40.38
63407602	-40.38
63407902	-40.38
63408202	-40.38
63408502	-40.38
63408802	-40.38
63409102	-40.38
63409402	-40.38
63409702	-40.38
63410002	-40.38
63410302	-40.38
63410602	-40.38
63410902	-40.38
63411202	-40.38
63411502	-40.38
63411802	-40.38
63412102	-40.38
63412402	-40.38
63412702	-40.38
63413002	-40.38
63413302	-40.38
63413602	-40.38
63413902	-40.38
63414202	-40.38
63414502	-40.38
63414802	-40.38
63415102	-40.38
63415402	-40.38
63415702	-40.38
63416002	-40.38
63416302	-40.38
63416592	-40.38
63416602	-40.38
63416829	-40.38
63416902	-40.38
63417078	-40.38
63417202	-40.38
63417329	-40.38
63417438	-40.38
63417502	-40.38
63417533	-40.38
63417534	40.38
63417576	40.38
63417641	40.38
63417728	40.38
63417833	40.38
63417969	40.38
63418133	40.38
63418337	40.38
63418433	40.38
63418722	40.38
63418733	40.38
63419033	40.38
63419333	40.38
63419633	40.38
63419933	40.38
63420233	40.38
63420533	40.38
63420833	40.38
63421167	40.38
63421436	40.38
63421736	40.38
63422036	40.38
63422336	40.38
63422636	40.38
63422936	40.38
63423236	40.38
63423536	40.38
63423836	40.38
63424136	40.38
63424436	40.38
63424736	40.38
63425036	40.38
63425336	40.38
63425636	40.38
63425936	40.38
63426236	40.38
63426536	40.38
63426836	40.38
63427136	40.38
63427436	40.38
63427736	40.38
63428036	40.38
63428336	40.38
63428636	40.38
63428936	40.38
63429236	40.38
63429536	40.38
63429836	40.38
63430136	40.38
63430436	40.38
63430736	40.38
63431036	40.38
63431336	40.38
63431636	40.38
63431936	40.38
63432236	40.38
63432536	36.63
63432836	18.92
63433136	11.57
63433219	10.05
63433220	-40.38
63433519	-40.38
63433819	-40.38
63434119	-40.38
63434419	-40.38
63434719	-40.38
63435019	-40.38
63435319	-40.38
63435619	-40.38
63435919	-40.38
63436219	-40.38
63436519	-40.38
63436819	-40.38
63437119	-40.38
63437419	-40.38
63437719	-40.38
63438019	-40.38
63438319	-40.38
63438619	-40.38
63438919	-40.38
63439219	-40.38
63439519	-40.38
63439819	-40.38
63440119	-40.38
63440419	-40.38
63440719	-40.38
63441019	-40.38
63441319	-40.38
63441619	-40.38
63441919	-40.38
63442219	-40.38
63442519	-40.38
63442819	-40.38
63443119	-40.38
63443419	-40.38
63443719	-40.38
63444019	-40.38
63444319	-40.38
63444619	-40.38
63444919	-40.38
63445219	-40.38
63445519	-40.38
63445819	-40.38
63446119	-40.38
63446419	-40.38
63446719	-40.38
63447019	-40.38
63447319	-40.38
63447606	-40.38
63447619	-40.38
63447845	-40.38
63447919	-40.38
63448093	-40.38
63448219	-40.38
63448345	-40.38
63448453	-40.38
63448519	-40.38
63448544	-40.38
63448545	40.38
63448587	40.38
63448653	40.38
63448740	40.38
63448844	40.38
63448979	40.38
63449144	40.38
63449350	40.38
63449444	40.38
63449733	40.38
63449744	40.38
63450044	40.38
63450344	40.38
63450644	40.38
63450944	40.38
63451244	40.38
63451544	40.38
63451844	40.38
63452144	40.38
63452444	40.38
63452744	40.38
63453044	40.38
63453344	40.38
63453644	40.38
63453944	40.38
63454244	40.38
63454544	40.38
63454844	40.38
63455144	40.38
63455444	40.38
63455744	40.38
63456044	40.38
63456344	40.38
63456644	40.38
63456944	40.38
63457244	40.38
63457544	40.38
63457844	40.38
63458144	40.38
63458444	40.38
63458744	40.38
63459044	40.38
63459344	40.38
63459644	40.38
63459944	40.38
63460244	40.38
63460544	40.38
63460844	40.38
63461144	40.38
63461444	40.38
63461744	40.38
63462044	40.38
63462344	40.38
63462644	40.38
63462944	40.38
63463244	40.38
63463544	37.26
63463844	18.99
63464144	11.69
63464241	10.08
63464242	-40.38
63464541	-40.38
63464841	-40.38
63465141	-40.38
63465441	-40.38
63465741	-40.38
63466041	-40.38
63466341	-40.38
63466641	-40.38
63466941	-40.38
63467241	-40.38
63467541	-40.38
63467841	-40.38
63468141	-40.38
63468441	-40.38
63468741	-40.38
63469041	-40.38
63469341	-40.38
63469641	-40.38
63469941	-40.38
63470241	-40.38
63470541	-40.38
63470841	-40.38
63471141	-40.38
63471441	-40.38
63471741	-40.38
63472041	-40.38
63472341	-40.38
63472641	-40.38
63472941	-40.38
63473241	-40.38
63473541	-40.38
63473841	-40.38
63474141	-40.38
63474441	-40.38
63474741	-40.38
63475041	-40.38
63475341	-40.38
63475641	-40.38
63475941	-40.38
63476241	-40.38
63476541	-40.38
63476841	-40.38
63477141	-40.38
63477441	-40.38
63477741	-40.38
63478041	-40.38
63478341	-40.38
63478631	-40.38
63478641	-40.38
63478868	-40.38
63478941	-40.38
63479116	-40.38
63479241	-40.38
63479370	-40.38
63479477	-40.38
63479541	-40.38
63479570	-40.38
63479571	40.38
63479613	40.38
63479678	40.38
63479765	40.38
63479870	40.38
63480006	40.38
63480170	40.38
63480378	40.38
63480470	40.38
63480759	40.38
63480770	40.38
63481070	40.38
63481370	40.38
63481670	40.38
63481970	40.38
63482270	40.38
63482570	40.38
63482870	40.38
63483170	40.38
63483470	40.38
63483770	40.38
63484070	40.38
63484370	40.38
63484670	40.38
63484970	40.38
63485270	40.38
63485570	40.38
63485870	40.38
63486170	40.38
63486470	40.38
63486770	40.38
63487070	40.38
63487370	40.38
63487670	40.38
63487970	40.38
63488270	40.38
63488570	40.38
63488870	40.38
63489170	40.38
63489470	40.38
63489770	40.38
63490070	40.38
63490370	40.38
63490670	40.38
63490970	40.38
63491270	40.38
63491570	40.38
63491870	40.38
63492170	40.38
63492470	40.38
63492770	40.38
63493070	40.38
63493370	40.38
63493670	40.38
63493970	40.38
63494270	40.38
63494570	36.89
63494870	18.97
63495170	11.73
63495267	10.06
63495268	-40.38
63495567	-40.38
63495867	-40.38
63496167	-40.38
63496467	-40.38
63496767	-40.38
63497067	-40.38
63497367	-40.38
63497667	-40.38
63497967	-40.38
63498509	-40.38
63498567	-40.38
63498867	-40.38
63499167	-40.38
63499467	-40.38
63499767	-40.38
63500067	-40.38
63500367	-40.38
63500667	-40.38
63500967	-40.38
63501267	-40.38
63501567	-40.38
63501867	-40.38
63502167	-40.38
63502467	-40.38
63502767	-40.38
63503067	-40.38
63503367	-40.38
63503667	-40.38
63503967	-40.38
63504267	-40.38
63504567	-40.38
63504867	-40.38
63505167	-40.38
63505467	-40.38
63505767	-40.38
63506067	-40.38
63506367	-40.38
63506667	-40.38
63506967	-40.38
63507267	-40.38
63507567	-40.38
63507867	-40.38
63508167	-40.38
63508467	-40.38
63508767	-40.38
63509067	-40.38
63509370	-40.38
63509660	-40.38
63509670	-40.38
63509895	-40.38
63509970	-40.38
63510143	-40.38
63510270	-40.38
63510397	-40.38
63510504	-40.38
63510570	-40.38
63510593	-40.38
63510594	40.38
63510635	40.38
63510700	40.38
63510788	40.38
63510893	40.38
63511028	40.38
63511193	40.38
63511400	40.38
63511493	40.38
63511781	40.38
63511793	40.38
63512093	40.38
63512393	40.38
63512693	40.38
63512993	40.38
63513293	40.38
63513593	40.38
63513893	40.38
63514193	40.38
63514493	40.38
63514793	40.38
63515093	40.38
63515393	40.38
63515693	40.38
63515993	40.38
63516293	40.38
63516593	40.38
63516893	40.38
63517193	40.38
63517493	40.38
63517793	40.38
63518093	40.38
63518393	40.38
63518693	40.38
63518993	40.38
63519293	40.38
63519593	40.38
63519893	40.38
63520193	40.38
63520493	40.38
63520793	40.38
63521093	40.38
63521393	40.38
63521693	40.38
63521993	40.38
63522293	40.38
63522593	40.38
63522893	40.38
63523193	40.38
63523493	40.38
63523793	40.38
63524093	40.38
63524393	40.38
63524693	40.38
63524993	40.38
63525293	40.38
63525593	36.72
63525893	18.8
63526193	11.58
63526288	10.05
63526289	-40.38
63526588	-40.38
63526888	-40.38
63527188	-40.38
63527488	-40.38
63527788	-40.38
63528088	-40.38
63528388	-40.38
63528688	-40.38
63528988	-40.38
63529288	-40.38
63529588	-40.38
63529888	-40.38
63530188	-40.38
63530488	-40.38
63530788	-40.38
63531088	-40.38
63531388	-40.38
63531688	-40.38
63531988	-40.38
63532288	-40.38
63532588	-40.38
63532888	-40.38
63533188	-40.38
63533488	-40.38
63533788	-40.38
63534088	-40.38
63534388	-40.38
63534688	-40.38
63534988	-40.38
63535288	-40.38
63535588	-40.38
63535888	-40.38
63536188	-40.38
63536488	-40.38
63536788	-40.38
63537088	-40.38
63537388	-40.38
63537688	-40.38
63537988	-40.38
63538288	-40.38
63538588	-40.38
63538888	-40.38
63539188	-40.38
63539488	-40.38
63539788	-40.38
63540088	-40.38
63540388	-40.38
63540679	-40.38
63540688	-40.38
63540915	-40.38
63540988	-40.38
63541161	-40.38
63541288	-40.38
63541414	-40.38
63541522	-40.38
63541588	-40.38
63541613	-40.38
63541615	40.38
63541656	40.38
63541720	40.38
63541807	40.38
63541913	40.38
63542047	40.38
63542213	40.38
63542418	40.38
63542513	40.38
63542802	40.38
63542813	40.38
63543113	40.38
63543413	40.38
63543713	40.38
63544013	40.38
63544313	40.38
63544613	40.38
63544913	40.38
63545213	40.38
63545513	40.38
63545813	40.38
63546113	40.38
63546413	40.38
63546713	40.38
63547013	40.38
63547626	40.38
63547926	40.38
63548226	40.38
63548526	40.38
63548826	40.38
63549126	40.38
63549426	40.38
63549726	40.38
63550027	40.38
63550327	40.38
63550627	40.38
63550927	40.38
63551227	40.38
63551527	40.38
63551827	40.38
63552127	40.38
63552427	40.38
63552727	40.38
63553027	40.38
63553327	40.38
63553627	40.38
63553927	40.38
63554227	40.38
63554527	40.38
63554827	40.38
63555127	40.38
63555427	40.38
63555727	40.38
63556027	40.38
63556326	40.38
63556626	34.92
63556926	18.44
63557226	11.4
63557307	10.07
63557308	-40.38
63557607	-40.38
63557907	-40.38
63558207	-40.38
63558507	-40.38
63558807	-40.38
63559107	-40.38
63559407	-40.38
63559707	-40.38
63560010	-40.38
63560310	-40.38
63560610	-40.38
63560910	-40.38
63561210	-40.38
63561510	-40.38
63561810	-40.38
63562110	-40.38
63562410	-40.38
63562710	-40.38
63563010	-40.38
63563310	-40.38
63563610	-40.38
63563910	-40.38
63564210	-40.38
63564510	-40.38
63564810	-40.38
63565110	-40.38
63565410	-40.38
63565710	-40.38
63566010	-40.38
63566310	-40.38
63566610	-40.38
63566910	-40.38
63567210	-40.38
63567510	-40.38
63567810	-40.38
63568110	-40.38
63568709	-40.38
63568710	-40.38
63569010	-40.38
63569310	-40.38
63569610	-40.38
63569910	-40.38
63570210	-40.38
63570510	-40.38
63570810	-40.38
63571110	-40.38
63571410	-40.38
63571697	-40.38
63571710	-40.38
63571937	-40.38
63572010	-40.38
63572185	-40.38
63572310	-40.38
63572437	-40.38
63572544	-40.38
63572610	-40.38
63572632	-40.38
63572661	40.38
63572661	40.38
63572721	40.38
63572801	40.38
63572906	40.38
63572932	40.38
63573069	40.38
63573232	40.38
63573440	40.38
63573532	40.38
63573821	40.38
63573832	40.38
63574132	40.38
63574432	40.38
63574740	40.38
63575040	40.38
63575340	40.38
63575640	40.38
63575940	40.38
63576240	40.38
63576540	40.38
63576840	40.38
63577140	40.38
63577440	40.38
63577740	40.38
63578040	40.38
63578340	40.38
63578640	40.38
63578940	40.38
63579240	40.38
63579540	40.38
63579840	40.38
63580140	40.38
63580440	40.38
63580740	40.38
63581040	40.38
63581340	40.38
63581640	40.38
63581940	40.38
63582240	40.38
63582540	40.38
63582840	40.38
63583140	40.38
63583440	40.38
63583740	40.38
63584040	40.38
63584340	40.38
63584640	40.38
63584940	40.38
63585240	40.38
63585540	40.38
63585840	40.38
63586140	40.38
63586440	40.38
63586740	40.38
63587040	40.38
63587340	40.38
63587640	35.54
63587940	18.55
63588240	11.39
63588319	10.08
63588320	-40.38
63588619	-40.38
63588919	-40.38
63589219	-40.38
63589519	-40.38
63589819	-40.38
63590119	-40.38
63590419	-40.38
63590719	-40.38
63591019	-40.38
63591319	-40.38
63591619	-40.38
63591919	-40.38
63592219	-40.38
63592519	-40.38
63592819	-40.38
63593119	-40.38
63593419	-40.38
63593719	-40.38
63594019	-40.38
63594319	-40.38
63594619	-40.38
63594919	-40.38
63595219	-40.38
63595519	-40.38
63595819	-40.38
63596119	-40.38
63596419	-40.38
63596719	-40.38
63597019	-40.38
63597319	-40.38
63597619	-40.38
63597919	-40.38
63598219	-40.38
63598519	-40.38
63598819	-40.38
63599119	-40.38
63599419	-40.38
63599719	-40.38
63600019	-40.38
63600319	-40.38
63600619	-40.38
63600919	-40.38
63601219	-40.38
63601519	-40.38
63601819	-40.38
63602119	-40.38
63602419	-40.38
63602708	-40.38
63602719	-40.38
63602945	-40.38
63603019	-40.38
63603192	-40.38
63603319	-40.38
63603446	-40.38
63603553	-40.38
63603619	-40.38
63603642	-40.38
63603644	40.38
63603685	40.38
63603751	40.38
63603838	40.38
63603942	40.38
63604077	40.38
63604242	40.38
63604447	40.38
63604542	40.38
63604830	40.38
63604842	40.38
63605142	40.38
63605442	40.38
63605742	40.38
63606042	40.38
63606342	40.38
63606642	40.38
63606942	40.38
63607242	40.38
63607542	40.38
63607842	40.38
63608142	40.38
63608442	40.38
63608742	40.38
63609042	40.38
63609342	40.38
63609642	40.38
63609942	40.38
63610242	40.38
63610542	40.38
63610842	40.38
63611142	40.38
63611442	40.38
63611742	40.38
63612042	40.38
63612342	40.38
63612642	40.38
63612942	40.38
63613242	40.38
63613542	40.38
63613842	40.38
63614142	40.38
63614442	40.38
63614742	40.38
63615042	40.38
63615342	40.38
63615642	40.38
63615942	40.38
63616242	40.38
63616542	40.38
63616842	40.38
63617142	40.38
63617442	40.38
63617742	40.38
63618042	40.38
63618342	40.38
63618642	36.46
63618942	18.76
63619242	11.62
63619336	10.09
63619337	-40.38
63619636	-40.38
63619936	-40.38
63620236	-40.38
63620536	-40.38
63620836	-40.38
63621136	-40.38
63621436	-40.38
63621736	-40.38
63622036	-40.38
63622336	-40.38
63622636	-40.38
63622936	-40.38
63623236	-40.38
63623536	-40.38
63623836	-40.38
63624136	-40.38
63624436	-40.38
63624736	-40.38
63625036	-40.38
63625336	-40.38
63625636	-40.38
63625936	-40.38
63626236	-40.38
63626536	-40.38
63626836	-40.38
63627136	-40.38
63627436	-40.38
63627736	-40.38
63628036	-40.38
63628336	-40.38
63628636	-40.38
63628936	-40.38
63629236	-40.38
63629536	-40.38
63629836	-40.38
63630136	-40.38
63630436	-40.38
63630736	-40.38
63631036	-40.38
63631336	-40.38
63631636	-40.38
63631936	-40.38
63632236	-40.38
63632536	-40.38
63632836	-40.38
63633136	-40.38
63633436	-40.38
63633724	-40.38
63633736	-40.38
63633962	-40.38
63634036	-40.38
63634210	-40.38
63634336	-40.38
63634462	-40.38
63634569	-40.38
63634636	-40.38
63634659	-40.38
63634660	40.38
63634701	40.38
63634767	40.38
63634854	40.38
63634959	40.38
63635094	40.38
63635259	40.38
63635464	40.38
63635559	40.38
63635849	40.38
63635859	40.38
63636159	40.38
63636459	40.38
63636759	40.38
63637059	40.38
63637359	40.38
63637659	40.38
63637959	40.38
63638259	40.38
63638559	40.38
63638859	40.38
63639159	40.38
63639459	40.38
63639759	40.38
63640059	40.38
63640359	40.38
63640659	40.38
63640959	40.38
63641259	40.38
63641559	40.38
63641859	40.38
63642159	40.38
63642459	40.38
63642759	40.38
63643059	40.38
63643361	40.38
63643659	40.38
63643959	40.38
63644259	40.38
63644559	40.38
63644859	40.38
63645159	40.38
63645459	40.38
63645759	40.38
63646059	40.38
63646359	40.38
63646659	40.38
63646962	40.38
63647262	40.38
63647562	40.38
63647862	40.38
63648162	40.38
63648467	40.38
63648767	40.38
63649067	40.38
63649367	40.38
63649961	18.66
63649962	18.53
63650264	11.65
63650349	10.08
63650568	-40.38
63650568	-40.38
63650649	-40.38
63650949	-40.38
63651249	-40.38
63651549	-40.38
63651851	-40.38
63652151	-40.38
63652451	-40.38
63652751	-40.38
63653051	-40.38
63653351	-40.38
63653651	-40.38
63653951	-40.38
63654251	-40.38
63654551	-40.38
63654851	-40.38
63655151	-40.38
63655451	-40.38
63655751	-40.38
63656051	-40.38
63656351	-40.38
63656651	-40.38
63656951	-40.38
63657251	-40.38
63657551	-40.38
63657851	-40.38
63658151	-40.38
63658451	-40.38
63658751	-40.38
63659051	-40.38
63659351	-40.38
63659651	-40.38
63659951	-40.38
63660251	-40.38
63660551	-40.38
63660851	-40.38
63661159	-40.38
63661459	-40.38
63661759	-40.38
63662059	-40.38
63662359	-40.38
63662659	-40.38
63662959	-40.38
63663557	-40.38
63663559	-40.38
63663859	-40.38
63664159	-40.38
63664459	-40.38
63664745	-40.38
63664759	-40.38
63664982	-40.38
63665059	-40.38
63665230	-40.38
63665359	-40.38
63665485	-40.38
63665590	-40.38
63665659	-40.38
63665670	-40.38
63665671	40.38
63665712	40.38
63665777	40.38
63665864	40.38
63665970	40.38
63666106	40.38
63666270	40.38
63666475	40.38
63666570	40.38
63666859	40.38
63666870	40.38
63667170	40.38
63667470	40.38
63667770	40.38
63668070	40.38
63668370	40.38
63668670	40.38
63668970	40.38
63669270	40.38
63669570	40.38
63669870	40.38
63670170	40.38
63670470	40.38
63670770	40.38
63671070	40.38
63671370	40.38
63671670	40.38
63671970	40.38
63672270	40.38
63672570	40.38
63672870	40.38
63673170	40.38
63673470	40.38
63673770	40.38
63674070	40.38
63674370	40.38
63674670	40.38
63674970	40.38
63675270	40.38
63675570	40.38
63675870	40.38
63676170	40.38
63676470	40.38
63676770	40.38
63677070	40.38
63677370	40.38
63677670	40.38
63677970	40.38
63678270	40.38
63678570	40.38
63678870	40.38
63679170	40.38
63679470	40.38
63679770	40.38
63680070	40.38
63680370	40.38
63680670	35.98
63680970	18.61
63681270	11.53
63681352	10.06
63681353	-40.38
63681653	-40.38
63681953	-40.38
63682253	-40.38
63682553	-40.38
63682853	-40.38
63683153	-40.38
63683453	-40.38
63683753	-40.38
63684053	-40.38
63684353	-40.38
63684653	-40.38
63684953	-40.38
63685253	-40.38
63685553	-40.38
63685853	-40.38
63686153	-40.38
63686453	-40.38
63686753	-40.38
63687053	-40.38
63687353	-40.38
63687653	-40.38
63687953	-40.38
63688253	-40.38
63688553	-40.38
63688853	-40.38
63689153	-40.38
63689453	-40.38
63689753	-40.38
63690053	-40.38
63690353	-40.38
63690653	-40.38
63690953	-40.38
63691253	-40.38
63691553	-40.38
63691853	-40.38
63692153	-40.38
63692453	-40.38
63692753	-40.38
63693053	-40.38
63693353	-40.38
63693653	-40.38
63693953	-40.38
63694253	-40.38
63694553	-40.38
63694853	-40.38
63695153	-40.38
63695453	-40.38
63695738	-40.38
63695753	-40.38
63695978	-40.38
63696053	-40.38
63696225	-40.38
63696353	-40.38
63696479	-40.38
63696584	-40.38
63696653	-40.38
63696668	-40.38
63696669	40.38
63696711	40.38
63696775	40.38
63696860	40.38
63696968	40.38
63697103	40.38
63697268	40.38
63697475	40.38
63697568	40.38
63697856	40.38
63697868	40.38
63698168	40.38
63698468	40.38
63698768	40.38
63699068	40.38
63699368	40.38
63699668	40.38
63699968	40.38
63700268	40.38
63700568	40.38
63700868	40.38
63701168	40.38
63701468	40.38
63701768	40.38
63702068	40.38
63702368	40.38
63702668	40.38
63702968	40.38
63703268	40.38
63703568	40.38
63703868	40.38
63704168	40.38
63704468	40.38
63704768	40.38
63705068	40.38
63705368	40.38
63705668	40.38
63705968	40.38
63706268	40.38
63706568	40.38
63706868	40.38
63707168	40.38
63707468	40.38
63707768	40.38
63708068	40.38
63708368	40.38
63708668	40.38
63708968	40.38
63709268	40.38
63709568	40.38
63709868	40.38
63710168	40.38
63710468	40.38
63710768	40.38
63711068	40.38
63711368	40.38
63711668	35.83
63711968	18.7
63712268	11.5
63712352	10.09
63712352	-40.38
63712652	-40.38
63712952	-40.38
63713252	-40.38
63713552	-40.38
63713852	-40.38
63714152	-40.38
63714452	-40.38
63714752	-40.38
63715052	-40.38
63715352	-40.38
63715652	-40.38
63715952	-40.38
63716252	-40.38
63716552	-40.38
63716852	-40.38
63717152	-40.38
63717452	-40.38
63717752	-40.38
63718052	-40.38
63718352	-40.38
63718652	-40.38
63718952	-40.38
63719252	-40.38
63719552	-40.38
63719852	-40.38
63720152	-40.38
63720452	-40.38
63720752	-40.38
63721052	-40.38
63721352	-40.38
63721652	-40.38
63721952	-40.38
63722252	-40.38
63722552	-40.38
63722852	-40.38
63723152	-40.38
63723452	-40.38
63723752	-40.38
63724052	-40.38
63724352	-40.38
63724652	-40.38
63724952	-40.38
63725252	-40.38
63725552	-40.38
63725852	-40.38
63726152	-40.38
63726452	-40.38
63726736	-40.38
63726752	-40.38
63726976	-40.38
63727052	-40.38
63727224	-40.38
63727352	-40.38
63727478	-40.38
63727584	-40.38
63727652	-40.38
63727669	-40.38
63727671	40.38
63727713	40.38
63727779	40.38
63727867	40.38
63727969	40.38
63728105	40.38
63728269	40.38
63728475	40.38
63728569	40.38
63728860	40.38
63728869	40.38
63729169	40.38
63729469	40.38
63729769	40.38
63730069	40.38
63730369	40.38
63730669	40.38
63730969	40.38
63731269	40.38
63731569	40.38
63731870	40.38
63732170	40.38
63732470	40.38
63732770	40.38
63733070	40.38
63733370	40.38
63733669	40.38
63733969	40.38
63734269	40.38
63734569	40.38
63734869	40.38
63735173	40.38
63735733	40.38
63735773	40.38
63736073	40.38
63736373	40.38
63736673	40.38
63736973	40.38
63737273	40.38
63737573	40.38
63737873	40.38
63738173	40.38
63738473	40.38
63738773	40.38
63739073	40.38
63739373	40.38
63739673	40.38
63739973	40.38
63740273	40.38
63740573	40.38
63740873	40.38
63741173	40.38
63741473	40.38
63741773	40.38
63742073	40.38
63742373	40.38
63742673	35.01
63742973	18.49
63743273	11.47
63743358	10.03
63743359	-40.38
63743658	-40.38
63743958	-40.38
63744258	-40.38
63744558	-40.38
63744858	-40.38
63745158	-40.38
63745458	-40.38
63745758	-40.38
63746058	-40.38
63746358	-40.38
63746658	-40.38
63746958	-40.38
63747258	-40.38
63747558	-40.38
63747858	-40.38
63748158	-40.38
63748458	-40.38
63748758	-40.38
63749058	-40.38
63749358	-40.38
63749658	-40.38
63749958	-40.38
63750258	-40.38
63750558	-40.38
63750858	-40.38
63751158	-40.38
63751458	-40.38
63751758	-40.38
63752058	-40.38
63752358	-40.38
63752658	-40.38
63752958	-40.38
63753258	-40.38
63753558	-40.38
63753858	-40.38
63754158	-40.38
63754458	-40.38
63754758	-40.38
63755058	-40.38
63755358	-40.38
63755658	-40.38
63755958	-40.38
63756258	-40.38
63756558	-40.38
63756858	-40.38
63757158	-40.38
63757458	-40.38
63757743	-40.38
63757758	-40.38
63757981	-40.38
63758058	-40.38
63758232	-40.38
63758358	-40.38
63758483	-40.38
63758589	-40.38
63758658	-40.38
63758674	-40.38
63758675	40.38
63758716	40.38
63758781	40.38
63758867	40.38
63758974	40.38
63759110	40.38
63759274	40.38
63759480	40.38
63759574	40.38
63759863	40.38
63759874	40.38
63760174	40.38
63760474	40.38
63760774	40.38
63761074	40.38
63761374	40.38
63761674	40.38
63761974	40.38
63762274	40.38
63762574	40.38
63762874	40.38
63763174	40.38
63763474	40.38
63763775	40.38
63764075	40.38
63764375	40.38
63764675	40.38
63764975	40.38
63765275	40.38
63765575	40.38
63765875	40.38
63766175	40.38
63766475	40.38
63766775	40.38
63767075	40.38
63767375	40.38
63767675	40.38
63767975	40.38
63768275	40.38
63768575	40.38
63768875	40.38
63769174	40.38
63769474	40.38
63769774	40.38
63770074	40.38
63770374	40.38
63770674	40.38
63771233	40.38
63771274	40.38
63771574	40.38
63771874	40.38
63772174	40.38
63772474	40.38
63772774	40.38
63773074	40.38
63773374	40.38
63773674	35.32
63773974	18.42
63774274	11.38
63774354	10.08
63774355	-40.38
63774654	-40.38
63774954	-40.38
63775254	-40.38
63775554	-40.38
63775854	-40.38
63776154	-40.38
63776454	-40.38
63776754	-40.38
63777054	-40.38
63777354	-40.38
63777654	-40.38
63777954	-40.38
63778254	-40.38
63778554	-40.38
63778854	-40.38
63779154	-40.38
63779454	-40.38
63779754	-40.38
63780054	-40.38
63780354	-40.38
63780654	-40.38
63780954	-40.38
63781254	-40.38
63781554	-40.38
63781854	-40.38
63782154	-40.38
63782454	-40.38
63782754	-40.38
63783054	-40.38
63783354	-40.38
63783654	-40.38
63783954	-40.38
63784254	-40.38
63784554	-40.38
63784854	-40.38
63785154	-40.38
63785454	-40.38
63785754	-40.38
63786054	-40.38
63786354	-40.38
63786654	-40.38
63786954	-40.38
63787254	-40.38
63787554	-40.38
63787854	-40.38
63788154	-40.38
63788454	-40.38
63788739	-40.38
63788754	-40.38
63788979	-40.38
63789054	-40.38
63789225	-40.38
63789354	-40.38
63789478	-40.38
63789584	-40.38
63789654	-40.38
63789667	-40.38
63789668	40.38
63789709	40.38
63789775	40.38
63789862	40.38
63789967	40.38
63790102	40.38
63790267	40.38
63790474	40.38
63790567	40.38
63790856	40.38
63790867	40.38
63791167	40.38
63791467	40.38
63791767	40.38
63792067	40.38
63792367	40.38
63792667	40.38
63792967	40.38
63793267	40.38
63793567	40.38
63793867	40.38
63794167	40.38
63794467	40.38
63794767	40.38
63795067	40.38
63795367	40.38
63795667	40.38
63795967	40.38
63796267	40.38
63796567	40.38
63796867	40.38
63797167	40.38
63797467	40.38
63797767	40.38
63798067	40.38
63798367	40.38
63798667	40.38
63798967	40.38
63799267	40.38
63799567	40.38
63799867	40.38
63800167	40.38
63800467	40.38
63800767	40.38
63801067	40.38
63801367	40.38
63801667	40.38
63801967	40.38
63802267	40.38
63802567	40.38
63802867	40.38
63803167	40.38
63803467	40.38
63803767	40.38
63804067	40.38
63804367	40.38
63804667	35.48
63804967	18.39
63805267	11.39
63805350	9.98
63805351	-40.38
63805650	-40.38
63805950	-40.38
63806250	-40.38
63806550	-40.38
63806850	-40.38
63807150	-40.38
63807450	-40.38
63807750	-40.38
63808050	-40.38
63808350	-40.38
63808650	-40.38
63808950	-40.38
63809250	-40.38
63809550	-40.38
63809850	-40.38
63810150	-40.38
63810450	-40.38
63810750	-40.38
63811050	-40.38
63811350	-40.38
63811650	-40.38
63811950	-40.38
63812250	-40.38
63812550	-40.38
63812850	-40.38
63813150	-40.38
63813450	-40.38
63813750	-40.38
63814050	-40.38
63814350	-40.38
63814650	-40.38
63814950	-40.38
63815250	-40.38
63815550	-40.38
63815850	-40.38
63816150	-40.38
63816450	-40.38
63816750	-40.38
63817050	-40.38
63817350	-40.38
63817650	-40.38
63817950	-40.38
63818250	-40.38
63818550	-40.38
63818850	-40.38
63819150	-40.38
